room,alias,question,answer
h0GYV,5f1201f1c1ac1410a8f39a21,3,Higher
XVKuY,597a66525ea29d000126efbe,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,3,Lower
Z7XkT,599ec7dc617ca80001fcd124,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
aFQOM,5e09ffd8fa3d102a583771c1,2,Unclear
BEQKm,5e9af4184c5f7818ccf9a43e,3,Higher
ghi7x,5c8be0dd542fbd0016924f5f,3,Higher
MSWKz,5e29dc4721a5f20481c70274,1,40%
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
1IYb1,5c4fa169ee5ae100010a2057,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
aFQOM,56c3cf0511e0940006d43f99,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
h0GYV,5f1201f1c1ac1410a8f39a21,5,DefiniteNo
HDd2K,5fb3ee1e63363a000b7038cb,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,3,Higher
h0GYV,5f1201f1c1ac1410a8f39a21,2,No
aFQOM,5cbcfce214b3cb0015f03471,3,Higher
Z7XkT,599ec7dc617ca80001fcd124,5,DefiniteNo
aFQOM,5e09ffd8fa3d102a583771c1,5,undefined
MSWKz,5e29dc4721a5f20481c70274,5,DefiniteNo
Z7XkT,599ec7dc617ca80001fcd124,3,Lower
WgnnD,5de33ff0cc246f3633dc01d2,3,Higher
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,5,DefiniteNo
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
ghi7x,5c8be0dd542fbd0016924f5f,2,No
WgnnD,5de33ff0cc246f3633dc01d2,1,50%
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
aFQOM,5e09ffd8fa3d102a583771c1,3,Higher
WgnnD,5de33ff0cc246f3633dc01d2,1,60%
rHmXX,5e9c65651de18717bbb78512,1,30%
aFQOM,5e09ffd8fa3d102a583771c1,2,undefined
ghi7x,5c8be0dd542fbd0016924f5f,5,DefiniteNo
aFQOM,5e09ffd8fa3d102a583771c1,5,Unclear
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
h0GYV,5f1201f1c1ac1410a8f39a21,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
aFQOM,56c3cf0511e0940006d43f99,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
rHmXX,5e9c65651de18717bbb78512,2,Yes
XVKuY,597a66525ea29d000126efbe,2,No
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Z7XkT,599ec7dc617ca80001fcd124,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
aFQOM,5e09ffd8fa3d102a583771c1,2,No
aFQOM,56c3cf0511e0940006d43f99,3,Higher
h0GYV,5f1201f1c1ac1410a8f39a21,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
h0GYV,5f1201f1c1ac1410a8f39a21,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Z7XkT,599ec7dc617ca80001fcd124,2,No
ghi7x,5c8be0dd542fbd0016924f5f,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
a7xft,5b1045e0096bf10001e36900,2,No
MSWKz,5e29dc4721a5f20481c70274,3,Lower
IwyFF,5f182f7286310003c5ef8125,1,40%
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
XVKuY,597a66525ea29d000126efbe,4,"Accept - true, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
1IYb1,5c4fa169ee5ae100010a2057,3,Same
JW5nz,57c725d89a5f4f0001f661bd,1,40%
aFQOM,56c3cf0511e0940006d43f99,2,No
aFQOM,5e09ffd8fa3d102a583771c1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Z7XkT,599ec7dc617ca80001fcd124,3,Lower
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
1IYb1,5c4fa169ee5ae100010a2057,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
JW5nz,57c725d89a5f4f0001f661bd,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
aFQOM,5cbcfce214b3cb0015f03471,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rHmXX,5e9c65651de18717bbb78512,5,SomeChance
aFQOM,5e09ffd8fa3d102a583771c1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
MSWKz,5e29dc4721a5f20481c70274,2,No
aFQOM,56c3cf0511e0940006d43f99,5,DefiniteNo
1IYb1,5c4fa169ee5ae100010a2057,3,Higher
XVKuY,597a66525ea29d000126efbe,3,Lower
1IYb1,5c4fa169ee5ae100010a2057,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
1IYb1,5c4fa169ee5ae100010a2057,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
IwyFF,5f182f7286310003c5ef8125,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
HDd2K,5fb3ee1e63363a000b7038cb,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
WgnnD,5de33ff0cc246f3633dc01d2,2,No
aFQOM,56c3cf0511e0940006d43f99,1,40%
XVKuY,597a66525ea29d000126efbe,3,Higher
aFQOM,56c3cf0511e0940006d43f99,5,Unclear
XVKuY,597a66525ea29d000126efbe,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
XVKuY,597a66525ea29d000126efbe,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
rziNh,5eda94f69f275211dff92234,2,No
WgnnD,5de33ff0cc246f3633dc01d2,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
a7xft,5b1045e0096bf10001e36900,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
aFQOM,56c3cf0511e0940006d43f99,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
aFQOM,56c3cf0511e0940006d43f99,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
MSWKz,5e29dc4721a5f20481c70274,3,Higher
Z7XkT,599ec7dc617ca80001fcd124,1,40%
IwyFF,5f182f7286310003c5ef8125,2,No
a7xft,5b1045e0096bf10001e36900,5,Unclear
WgnnD,5de33ff0cc246f3633dc01d2,5,SomeChance
WgnnD,5de33ff0cc246f3633dc01d2,1,40%
JW5nz,57c725d89a5f4f0001f661bd,3,Higher
WgnnD,5de33ff0cc246f3633dc01d2,5,DefiniteNo
Z7XkT,599ec7dc617ca80001fcd124,3,Higher
rHmXX,5e9c65651de18717bbb78512,2,No
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
h0GYV,5f3898caed1478189b8462a0,1,40%
rHmXX,5e9c65651de18717bbb78512,5,Unclear
JW5nz,57c725d89a5f4f0001f661bd,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
KQl4f,5ed9df4296035b58dce21946,1,40%
IwyFF,5f182f7286310003c5ef8125,3,Higher
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
KQl4f,5f4af662edeb8515330d6405,1,40%
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
JW5nz,57c725d89a5f4f0001f661bd,2,No
5SFzr,5d37c9cf6e3b4f0016f2ebe5,1,40%
IwyFF,5f182f7286310003c5ef8125,5,DefiniteNo
MSWKz,5e29dc4721a5f20481c70274,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
KQl4f,5ed9df4296035b58dce21946,3,Higher
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
h0GYV,5f3898caed1478189b8462a0,3,Higher
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
HDd2K,5fb3ee1e63363a000b7038cb,3,Higher
a7xft,5b1045e0096bf10001e36900,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
MSWKz,5e29dc4721a5f20481c70274,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
MSWKz,5e29dc4721a5f20481c70274,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
KQl4f,5ed9df4296035b58dce21946,2,No
rHmXX,5e9c65651de18717bbb78512,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
KQl4f,5f4af662edeb8515330d6405,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
5SFzr,5d37c9cf6e3b4f0016f2ebe5,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
KQl4f,5ed9df4296035b58dce21946,5,Unclear
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
JW5nz,57c725d89a5f4f0001f661bd,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Fr6MI,5e4a833ea1b43a000cecd75b,5,Unclear
rHmXX,5e9c65651de18717bbb78512,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
KQl4f,5f4af662edeb8515330d6405,2,No
Fr6MI,5e4a833ea1b43a000cecd75b,2,No
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
JW5nz,57c725d89a5f4f0001f661bd,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
ktG0A,5dcf4136cf8e7e086ea019e4,1,40%
Fr6MI,5e4a833ea1b43a000cecd75b,1,40%
KQl4f,5ed9df4296035b58dce21946,5,DefiniteNo
a7xft,5b1045e0096bf10001e36900,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Fr6MI,5e4a833ea1b43a000cecd75b,5,DefiniteNo
ktG0A,5dcf4136cf8e7e086ea019e4,5,DefiniteNo
rziNh,5eda94f69f275211dff92234,3,Higher
HDd2K,5fb3ee1e63363a000b7038cb,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
JW5nz,57c725d89a5f4f0001f661bd,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
aVArI,5bfd83b1a6d6a0000158ecd5,1,40%
Fr6MI,5e4a833ea1b43a000cecd75b,3,Higher
KQl4f,5f4af662edeb8515330d6405,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
h0GYV,5f3898caed1478189b8462a0,2,No
ktG0A,5dcf4136cf8e7e086ea019e4,3,Lower
KQl4f,5ed9df4296035b58dce21946,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
Fr6MI,5e4a833ea1b43a000cecd75b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
KQl4f,5ed9df4296035b58dce21946,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
KQl4f,5ed9df4296035b58dce21946,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
aVArI,5bfd83b1a6d6a0000158ecd5,3,Higher
ktG0A,5dcf4136cf8e7e086ea019e4,3,Higher
HDd2K,5fb3ee1e63363a000b7038cb,2,Yes
rziNh,5dd371cada167d3773d4ee9e,1,40%
ktG0A,5dcf4136cf8e7e086ea019e4,2,No
rHmXX,5e9c65651de18717bbb78512,3,Higher
KQl4f,5f4af662edeb8515330d6405,3,Higher
Fr6MI,5e4a833ea1b43a000cecd75b,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Fr6MI,5e4a833ea1b43a000cecd75b,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
aVArI,5bfd83b1a6d6a0000158ecd5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
rHmXX,5e9c65651de18717bbb78512,1,40%
aVArI,5bfd83b1a6d6a0000158ecd5,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
HDd2K,5fb3ee1e63363a000b7038cb,2,No
ktG0A,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
aVArI,5bfd83b1a6d6a0000158ecd5,5,DefiniteNo
aVArI,5aeb561495ce7000013258cc,1,40%
aVArI,5bfd83b1a6d6a0000158ecd5,2,No
rziNh,5eda94f69f275211dff92234,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
KQl4f,5f4af662edeb8515330d6405,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rziNh,5dd371cada167d3773d4ee9e,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
HDd2K,5fb3ee1e63363a000b7038cb,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
KQl4f,5f4af662edeb8515330d6405,5,Unclear
aVArI,5aeb561495ce7000013258cc,2,No
ktG0A,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
ktG0A,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Sxa2A,5f6e2f793c9b1032dbe72def,1,40%
HDd2K,5fb3ee1e63363a000b7038cb,5,DefiniteNo
rziNh,5dd371cada167d3773d4ee9e,3,Unknown
HDd2K,5fb3ee1e63363a000b7038cb,5,Unclear
Q5GJl,5e7aca7dc679490b709c855c,1,40%
bRpXB,5dd5db1ded7ea4574c7bc996,1,40%
Q5GJl,5e7aca7dc679490b709c855c,2,Yes
aVArI,5aeb561495ce7000013258cc,3,Higher
AFRT6,5dd6d2d11228d9667276c3b7,1,40%
rziNh,5dd371cada167d3773d4ee9e,2,Yes
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
rziNh,5dd371cada167d3773d4ee9e,2,No
bRpXB,53987712fdf99b68e3a45021,1,40%
AFRT6,5dd6d2d11228d9667276c3b7,2,No
rziNh,5eda94f69f275211dff92234,5,DefiniteNo
Sxa2A,5f6e2f793c9b1032dbe72def,3,Lower
AFRT6,5dd6d2d11228d9667276c3b7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
aVArI,5aeb561495ce7000013258cc,5,DefiniteNo
Q5GJl,5e7aca7dc679490b709c855c,3,Higher
Sxa2A,59d1e366faf42e00012b6c1c,1,30%
Sxa2A,5f6e2f793c9b1032dbe72def,3,Higher
bRpXB,5dd5db1ded7ea4574c7bc996,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
rziNh,5dd371cada167d3773d4ee9e,3,Lower
rziNh,5dd371cada167d3773d4ee9e,3,Higher
Q5GJl,5e7aca7dc679490b709c855c,5,SomeChance
rziNh,5eda94f69f275211dff92234,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
rziNh,5eda94f69f275211dff92234,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
AFRT6,5dd6d2d11228d9667276c3b7,3,Higher
bRpXB,53987712fdf99b68e3a45021,3,Higher
3rUMG,5dcf4136cf8e7e086ea019e4,1,40%
AFRT6,5dd6d2d11228d9667276c3b7,5,DefiniteNo
rziNh,5dd371cada167d3773d4ee9e,5,DefiniteNo
bRpXB,5dd5db1ded7ea4574c7bc996,2,No
Sxa2A,59d1e366faf42e00012b6c1c,2,Yes
3rUMG,5dcf4136cf8e7e086ea019e4,5,DefiniteNo
5SFzr,5d37c9cf6e3b4f0016f2ebe5,3,Higher
3rUMG,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
bRpXB,5dd5db1ded7ea4574c7bc996,5,DefiniteNo
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
5SFzr,5d37c9cf6e3b4f0016f2ebe5,5,DefiniteNo
aVArI,5aeb561495ce7000013258cc,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
bRpXB,53987712fdf99b68e3a45021,2,No
3rUMG,5dcf4136cf8e7e086ea019e4,3,Higher
Q5GJl,5e7aca7dc679490b709c855c,5,DefiniteNo
bRpXB,5dd5db1ded7ea4574c7bc996,3,Higher
jSqjD,5ad806b27ef172000161c7f1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
jSqjD,5ad806b27ef172000161c7f1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
Sxa2A,59d1e366faf42e00012b6c1c,5,Unclear
bRpXB,53987712fdf99b68e3a45021,5,DefiniteNo
Sxa2A,5f6e2f793c9b1032dbe72def,2,No
jSqjD,5d76a776f6630c0018431c01,1,40%
jSqjD,5d76a776f6630c0018431c01,5,DefiniteNo
AFRT6,5d47abcc2dc88900166f27c9,3,Higher
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Sxa2A,59d1e366faf42e00012b6c1c,3,Higher
3rUMG,5dcf4136cf8e7e086ea019e4,2,No
h0GYV,5f3898caed1478189b8462a0,5,DefiniteNo
Sxa2A,5f6e2f793c9b1032dbe72def,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
h0GYV,5f3898caed1478189b8462a0,4,"Accept - false, MixBlue - true, MixRed - true, Reject - false, Unclear - true,"
h0GYV,5f3898caed1478189b8462a0,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Q5GJl,5e7aca7dc679490b709c855c,2,No
5SFzr,5d37c9cf6e3b4f0016f2ebe5,2,Yes
Q5GJl,5e7aca7dc679490b709c855c,5,Unclear
jSqjD,5ad806b27ef172000161c7f1,3,Higher
Sxa2A,59d1e366faf42e00012b6c1c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Sxa2A,5f6e2f793c9b1032dbe72def,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
AFRT6,5d47abcc2dc88900166f27c9,1,40%
bRpXB,5dd5db1ded7ea4574c7bc996,3,Unknown
Sxa2A,59d1e366faf42e00012b6c1c,1,40%
5SFzr,5d37c9cf6e3b4f0016f2ebe5,2,No
bRpXB,5dd5db1ded7ea4574c7bc996,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
jSqjD,5ad806b27ef172000161c7f1,2,No
jSqjD,5ad806b27ef172000161c7f1,5,DefiniteNo
Sxa2A,59d1e366faf42e00012b6c1c,5,DefiniteNo
Sxa2A,5f6e2f793c9b1032dbe72def,2,Unclear
7tkwi,5e9c65651de18717bbb78512,3,Higher
5SFzr,5e7a0da5c8327f0406f24b9a,1,40%
7tkwi,5e9c65651de18717bbb78512,2,No
7tkwi,5e9c65651de18717bbb78512,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
EIRsJ,5edc0720ec975e0dc6385210,1,60%
AFRT6,5d47abcc2dc88900166f27c9,2,No
qjabw,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
jSqjD,5ad806b27ef172000161c7f1,1,40%
Sxa2A,59d1e366faf42e00012b6c1c,2,No
aVArI,5aeb561495ce7000013258cc,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
aVArI,5aeb561495ce7000013258cc,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
bRpXB,5dd5db1ded7ea4574c7bc996,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Q5GJl,5e7aca7dc679490b709c855c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
bRpXB,53987712fdf99b68e3a45021,4,"Accept - true, MixBlue - true, MixRed - true, Reject - false, Unclear - false,"
Sxa2A,59d1e366faf42e00012b6c1c,4,"Accept - false, MixBlue - true, MixRed - true, Reject - false, Unclear - false,"
bRpXB,53987712fdf99b68e3a45021,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Sxa2A,59d1e366faf42e00012b6c1c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Sxa2A,59d1e366faf42e00012b6c1c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
7tkwi,5e9c65651de18717bbb78512,1,40%
jSqjD,5d76a776f6630c0018431c01,2,No
7tkwi,5e9c65651de18717bbb78512,5,Unclear
AFRT6,5d47abcc2dc88900166f27c9,5,DefiniteNo
jbpIO,5dcca657854936945d68eaa9,1,50%
jSqjD,5d76a776f6630c0018431c01,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
5SFzr,5e7a0da5c8327f0406f24b9a,3,Lower
7tkwi,5e9c65651de18717bbb78512,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
yCu9I,5f317125c5a8420186619723,1,40%
yCu9I,5f317125c5a8420186619723,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
jbpIO,5dcca657854936945d68eaa9,1,undefined
5SFzr,5e7a0da5c8327f0406f24b9a,5,DefiniteNo
yCu9I,5f317125c5a8420186619723,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
qjabw,5dcf4136cf8e7e086ea019e4,1,40%
yCu9I,5f317125c5a8420186619723,5,Unclear
qjabw,5dcf4136cf8e7e086ea019e4,5,DefiniteNo
Je07J,5ff8b291840bed124061d389,1,60%
jbpIO,5dcca657854936945d68eaa9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
qjabw,5dcf4136cf8e7e086ea019e4,3,Higher
Je07J,5ff8b291840bed124061d389,1,40%
5SFzr,5e7a0da5c8327f0406f24b9a,2,No
5SFzr,5e7a0da5c8327f0406f24b9a,3,Higher
3rUMG,559fa17cfdf99b69c369d364,1,40%
jbpIO,5dcca657854936945d68eaa9,5,DefiniteNo
jSqjD,5d76a776f6630c0018431c01,3,Higher
jbpIO,5dcca657854936945d68eaa9,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
qjabw,5dcf4136cf8e7e086ea019e4,2,No
Je07J,5ff8b291840bed124061d389,2,Unclear
qjabw,5dcf4136cf8e7e086ea019e4,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
3rUMG,559fa17cfdf99b69c369d364,2,No
5SFzr,5e7a0da5c8327f0406f24b9a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
yCu9I,5f317125c5a8420186619723,2,No
Je07J,5ff8b291840bed124061d389,5,DefiniteNo
jbpIO,5dcca657854936945d68eaa9,3,Higher
5SFzr,5e7a0da5c8327f0406f24b9a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
5SFzr,5e7a0da5c8327f0406f24b9a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
EIRsJ,5edc0720ec975e0dc6385210,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
AFRT6,5d47abcc2dc88900166f27c9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
yCu9I,5f317125c5a8420186619723,5,DefiniteNo
jbpIO,5dcca657854936945d68eaa9,2,Unclear
Q5GJl,5dd3d566e05cad3b130de19a,1,30%
Sxa2A,5f6e2f793c9b1032dbe72def,5,DefiniteYes
AFRT6,5d47abcc2dc88900166f27c9,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
